"","alpha","n","van_bau","efron_bau","strat_bau","ps_min_bau","pm_bau","pm_kk","pm_kk_pbs","van_linear","efron_lin","strat_lin","ps_min_lin","pm_lin","pm_lin_kk","pm_lin_kk_pbs","van_exact","efron_exact","strat_exact","ps_min_exact","pm_exact","pm_kk_exact"
"avg_max_std_diff_bal",0.05,50,0.813681689863338,0.804135309841284,0.418538544701752,0.385759397494762,0.571969207683434,0.613482664632891,0.576949303856505,0.844286934849361,0.808768093162861,0.429812309815134,0.400557273996875,0.594640889506248,0.595571661810823,0.581811070639858,0.804826023612785,0.794575469713203,0.82866131820746,0.811261393589566,0.573517767079154,0.553489904145971
"avg_max_ks_stat",0.05,50,0.230304241026765,0.226088417528079,0.169883929218929,0.165337948717949,0.178497515700157,0.178297326506817,0.178815091491314,0.234153683761704,0.227220339062593,0.172252982460374,0.168059184937446,0.176671385468791,0.178435034529116,0.176338282278337,0.231641466864526,0.22749208210164,0.228952938189025,0.225979615384615,0.176858526510579,0.173819255042675
"avg_beta_T",0.05,50,0.985788809851666,0.971453355137965,1.04869427887252,0.977426153351932,0.954748994219871,0.996691934468217,NA,1.02532168445806,1.04522351137068,1.01275189110223,0.985947823508687,1.02160984725511,1.03313523102751,1.00454902000022,NA,NA,NA,NA,NA,NA
"avg_abs_bias",0.05,50,0.685204694844748,0.713015767646241,0.605223535648747,0.643526235975083,0.633061964890731,0.484579354942807,NA,0.649427597366147,0.623791830859471,0.554458464577927,0.59127415300273,0.562735100786757,0.48782614022435,0.499039338051452,NA,NA,NA,NA,NA,NA
"std_err_beta_T",0.05,50,0.871212153950094,0.892077274085938,0.759290029580371,0.811311571839826,0.789084566515366,0.604260817077927,NA,0.819457201880741,0.78418337567856,0.69449534911864,0.745851470031563,0.717721438306488,0.609703221166622,0.623121175472047,NA,NA,NA,NA,NA,NA
"power",0.05,50,0.178,0.183,0.183,0.173,0.172,0.432,0.42570281124498,0.249,0.261,0.23,0.236,0.227,0.418,0.355,0.202,0.202,0.198,0.198,0.265,0.358358358358358
"pct_trt_diff",0.05,50,0.058,0.01344,0.01542,0.00654000000000001,0.03116,0.03074,0.03056,0.05752,0.01342,0.01662,0.00642000000000001,0.02868,0.0319,0.03172,0.05654,0.01358,0.01486,0.00558000000000001,0.03108,0.03054
"res_end_prop_avg",0.05,50,NA,NA,NA,NA,0.31632,0.31452,0.31272,NA,NA,NA,NA,0.31416,0.312,0.31524,NA,NA,NA,NA,0.31576,0.3152
"ssqr_over_sum",0.05,50,NA,NA,NA,NA,NA,0.664187923195558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.05,50,NA,NA,NA,NA,NA,0.0465209791417381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"match_corr",0.05,50,NA,NA,NA,NA,NA,0.464654298557289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corr_eq_zero_pval",0.05,50,NA,NA,NA,NA,NA,0.0917696154215964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pct_only_matches",0.05,50,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avg_max_std_diff_bal",0.075,50,0.813681689863338,0.804135309841284,0.418538544701752,0.385759397494762,0.553517998499909,0.520615784996787,0.53684679273964,0.844286934849361,0.808768093162861,0.429812309815134,0.400557273996875,0.532428684034056,0.551471295666837,0.533320613156645,0.804826023612785,0.794575469713203,0.82866131820746,0.811261393589566,0.545616645627998,0.538067227346168
"avg_max_ks_stat",0.075,50,0.230304241026765,0.226088417528079,0.169883929218929,0.165337948717949,0.172472234110261,0.171135691346246,0.173257790004291,0.234153683761704,0.227220339062593,0.172252982460374,0.168059184937446,0.172591120141807,0.172542023483547,0.17351424639037,0.231641466864526,0.22749208210164,0.228952938189025,0.225979615384615,0.174774833267404,0.173740616464162
"avg_beta_T",0.075,50,0.985788809851666,0.971453355137965,1.04869427887252,0.977426153351932,0.991578229333271,0.970655521437809,NA,1.02532168445806,1.04522351137068,1.01275189110223,0.985947823508687,0.984633618770717,1.0024562640837,0.981476502686897,NA,NA,NA,NA,NA,NA
"avg_abs_bias",0.075,50,0.685204694844748,0.713015767646241,0.605223535648747,0.643526235975083,0.58227410089272,0.471295476743108,NA,0.649427597366147,0.623791830859471,0.554458464577927,0.59127415300273,0.549850151831932,0.473657932783482,0.482586086531244,NA,NA,NA,NA,NA,NA
"std_err_beta_T",0.075,50,0.871212153950094,0.892077274085938,0.759290029580371,0.811311571839826,0.733133426280435,0.590973810157887,NA,0.819457201880741,0.78418337567856,0.69449534911864,0.745851470031563,0.684262546070544,0.610646225464734,0.595808375594449,NA,NA,NA,NA,NA,NA
"power",0.075,50,0.178,0.183,0.183,0.173,0.159,0.424,0.417090539165819,0.249,0.261,0.23,0.236,0.217,0.394,0.366,0.202,0.202,0.198,0.198,0.303,0.355397148676171
"pct_trt_diff",0.075,50,0.058,0.01344,0.01542,0.00654000000000001,0.0253,0.02582,0.02632,0.05752,0.01342,0.01662,0.00642000000000001,0.027,0.02678,0.02654,0.05654,0.01358,0.01486,0.00558000000000001,0.02742,0.02544
"res_end_prop_avg",0.075,50,NA,NA,NA,NA,0.235,0.23648,0.23544,NA,NA,NA,NA,0.23928,0.2364,0.23868,NA,NA,NA,NA,0.2352,0.23788
"ssqr_over_sum",0.075,50,NA,NA,NA,NA,NA,0.667742081472661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.075,50,NA,NA,NA,NA,NA,0.0517222604309571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"match_corr",0.075,50,NA,NA,NA,NA,NA,0.491598383691494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corr_eq_zero_pval",0.075,50,NA,NA,NA,NA,NA,0.0692715211922166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pct_only_matches",0.075,50,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avg_max_std_diff_bal",0.1,50,0.813681689863338,0.804135309841284,0.418538544701752,0.385759397494762,0.516389350594186,0.494160818001341,0.507167732287992,0.844286934849361,0.808768093162861,0.429812309815134,0.400557273996875,0.518879257878243,0.507710543118147,0.499224681153651,0.804826023612785,0.794575469713203,0.82866131820746,0.811261393589566,0.503163714570211,0.508224578568349
"avg_max_ks_stat",0.1,50,0.230304241026765,0.226088417528079,0.169883929218929,0.165337948717949,0.171883023382717,0.17102818922124,0.172629964897547,0.234153683761704,0.227220339062593,0.172252982460374,0.168059184937446,0.169528688507339,0.169683071933897,0.171892450788148,0.231641466864526,0.22749208210164,0.228952938189025,0.225979615384615,0.170664229637041,0.171750250966203
"avg_beta_T",0.1,50,0.985788809851666,0.971453355137965,1.04869427887252,0.977426153351932,0.995865913772537,1.02841955089512,NA,1.02532168445806,1.04522351137068,1.01275189110223,0.985947823508687,1.03976897284336,1.01038446033464,0.957649532129345,NA,NA,NA,NA,NA,NA
"avg_abs_bias",0.1,50,0.685204694844748,0.713015767646241,0.605223535648747,0.643526235975083,0.596610852933644,0.483132025855265,NA,0.649427597366147,0.623791830859471,0.554458464577927,0.59127415300273,0.528212804509993,0.487189955520075,0.460570747828559,NA,NA,NA,NA,NA,NA
"std_err_beta_T",0.1,50,0.871212153950094,0.892077274085938,0.759290029580371,0.811311571839826,0.752255445584946,0.623294082721739,NA,0.819457201880741,0.78418337567856,0.69449534911864,0.745851470031563,0.666659563320487,0.624695799354943,0.573441345682496,NA,NA,NA,NA,NA,NA
"power",0.1,50,0.178,0.183,0.183,0.173,0.157,0.46,0.404301075268817,0.249,0.261,0.23,0.236,0.23,0.4,0.343,0.202,0.202,0.198,0.198,0.273,0.347402597402597
"pct_trt_diff",0.1,50,0.058,0.01344,0.01542,0.00654000000000001,0.02468,0.02424,0.0239,0.05752,0.01342,0.01662,0.00642000000000001,0.02422,0.02428,0.0234,0.05654,0.01358,0.01486,0.00558000000000001,0.02378,0.02358
"res_end_prop_avg",0.1,50,NA,NA,NA,NA,0.18852,0.19076,0.19136,NA,NA,NA,NA,0.18944,0.19068,0.19124,NA,NA,NA,NA,0.18964,0.19004
"ssqr_over_sum",0.1,50,NA,NA,NA,NA,NA,0.66243612991119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.1,50,NA,NA,NA,NA,NA,0.0597884049493825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"match_corr",0.1,50,NA,NA,NA,NA,NA,0.484654343863552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corr_eq_zero_pval",0.1,50,NA,NA,NA,NA,NA,0.0673938810730694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pct_only_matches",0.1,50,NA,NA,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avg_max_std_diff_bal",0.2,50,0.813681689863338,0.804135309841284,0.418538544701752,0.385759397494762,0.457645760985639,0.455146460018465,0.458957915709021,0.844286934849361,0.808768093162861,0.429812309815134,0.400557273996875,0.438991748808627,0.442174900229334,0.449728898068172,0.804826023612785,0.794575469713203,0.82866131820746,0.811261393589566,0.459347697392676,0.443537893120679
"avg_max_ks_stat",0.2,50,0.230304241026765,0.226088417528079,0.169883929218929,0.165337948717949,0.175285977469696,0.17435263169198,0.173219097327793,0.234153683761704,0.227220339062593,0.172252982460374,0.168059184937446,0.172529208868204,0.173168161665643,0.173374066078849,0.231641466864526,0.22749208210164,0.228952938189025,0.225979615384615,0.174186979643989,0.173312984235765
"avg_beta_T",0.2,50,0.985788809851666,0.971453355137965,1.04869427887252,0.977426153351932,0.985644375178647,0.978060316477794,NA,1.02532168445806,1.04522351137068,1.01275189110223,0.985947823508687,0.952925435220723,1.00922090601017,1.02652201315882,NA,NA,NA,NA,NA,NA
"avg_abs_bias",0.2,50,0.685204694844748,0.713015767646241,0.605223535648747,0.643526235975083,0.580485814666401,0.501613895143657,NA,0.649427597366147,0.623791830859471,0.554458464577927,0.59127415300273,0.54510219435129,0.499224294583416,0.504488575904942,NA,NA,NA,NA,NA,NA
"std_err_beta_T",0.2,50,0.871212153950094,0.892077274085938,0.759290029580371,0.811311571839826,0.739639743837681,0.646207661125313,NA,0.819457201880741,0.78418337567856,0.69449534911864,0.745851470031563,0.687276857774697,0.633836054936163,0.618962963336039,NA,NA,NA,NA,NA,NA
"power",0.2,50,0.178,0.183,0.183,0.173,0.163,0.392,0.339011925042589,0.249,0.261,0.23,0.236,0.197,0.374,0.39,0.202,0.202,0.198,0.198,0.301,0.356060606060606
"pct_trt_diff",0.2,50,0.058,0.01344,0.01542,0.00654000000000001,0.01584,0.0179,0.01696,0.05752,0.01342,0.01662,0.00642000000000001,0.01704,0.01728,0.01724,0.05654,0.01358,0.01486,0.00558000000000001,0.01734,0.01776
"res_end_prop_avg",0.2,50,NA,NA,NA,NA,0.10456,0.10608,0.10628,NA,NA,NA,NA,0.10584,0.1056,0.10464,NA,NA,NA,NA,0.10436,0.10164
"ssqr_over_sum",0.2,50,NA,NA,NA,NA,NA,0.623126077788411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.2,50,NA,NA,NA,NA,NA,0.119577966879031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"match_corr",0.2,50,NA,NA,NA,NA,NA,0.446905491754423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corr_eq_zero_pval",0.2,50,NA,NA,NA,NA,NA,0.0700413929677394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pct_only_matches",0.2,50,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avg_max_std_diff_bal",0.05,100,0.828952916733148,0.808249226295376,0.394757407676328,0.373947232458397,0.49145344950348,0.499831225311483,0.476726053828706,0.788756149696288,0.798030781778941,0.401322223164255,0.38520203801153,0.486281144682523,0.482702057079049,0.514049468721537,0.801969948174826,0.804619105858958,0.779100925280989,0.781853999307832,0.512872973847539,0.523789388400022
"avg_max_ks_stat",0.05,100,0.167401234962297,0.163616262925353,0.12228975618423,0.119760192076831,0.116530858163789,0.116323235429139,0.114267576563711,0.164475151925343,0.165859929692144,0.122475742000712,0.119432517006803,0.116734025324781,0.115219749622023,0.117153600906519,0.164828986459847,0.16365245381789,0.163415190161233,0.164120952380952,0.118518126586795,0.116528992846637
"avg_beta_T",0.05,100,1.00847029907068,1.02296387919772,0.988856864545009,0.985891185602911,0.979379694323416,1.006301008035,NA,1.04089823947316,1.01385725951191,1.02299962361912,0.979914530221237,0.993696522533424,0.98343125369606,0.989643626149936,NA,NA,NA,NA,NA,NA
"avg_abs_bias",0.05,100,0.482253223412028,0.497966198510171,0.417508483314863,0.445843502647431,0.41619880520061,0.30359488618633,NA,0.447990530277968,0.453771587996564,0.389468018940861,0.430907005433756,0.36217660417304,0.311267850259682,0.310157845541285,NA,NA,NA,NA,NA,NA
"std_err_beta_T",0.05,100,0.608781250251719,0.625495592440337,0.525037866172623,0.554386248688364,0.522558320965704,0.38080964730547,NA,0.565762198115929,0.566582699444256,0.488940422493156,0.536964939822352,0.457301073530226,0.391445953132979,0.388810267068879,NA,NA,NA,NA,NA,NA
"power",0.05,100,0.358,0.378,0.313,0.344,0.328,0.728,0.724724724724725,0.438,0.443,0.437,0.402,0.398,0.692,0.688,0.369,0.362,0.338,0.346,0.489,0.721442885771543
"pct_trt_diff",0.05,100,0.03927,0.00679000000000001,0.00820000000000001,0.003,0.0167,0.01733,0.01641,0.03862,0.00696000000000001,0.00746000000000001,0.00307,0.0167,0.01779,0.01735,0.03996,0.00627000000000001,0.00808000000000001,0.00283,0.01704,0.01713
"res_end_prop_avg",0.05,100,NA,NA,NA,NA,0.19338,0.19194,0.1929,NA,NA,NA,NA,0.19304,0.1931,0.19304,NA,NA,NA,NA,0.19288,0.19368
"ssqr_over_sum",0.05,100,NA,NA,NA,NA,NA,0.707915571651534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.05,100,NA,NA,NA,NA,NA,0.00835881683343341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"match_corr",0.05,100,NA,NA,NA,NA,NA,0.523720562157984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corr_eq_zero_pval",0.05,100,NA,NA,NA,NA,NA,0.0120662629674293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pct_only_matches",0.05,100,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
